AQI,percentCO2,percentN2,percentO2,percentOthers,ppm_Alcohol,ppm_CO,ppm_CO2,ppm_NH3,ppm_NOx,ppm_VOC,ratio,rawADC
Unhealthy,0.21795575169775833,78.0516530378588,20.901317177036248,0.89884418943072,94.37126663990897,49.44952576164043,1976.8551308301403,47.6904117879016,5.023142292981626,299.85061183149685,7.9554823751993835,125
Unhealthy,0.21821632549996448,77.76228541019542,20.887699904976532,0.8860607800980302,93.1706493618834,49.47527601128651,2004.9589431953343,51.099702240986524,4.83316006836525,290.27651587438265,7.044870107738572,123
Healthy,0.021466047301343442,78.11947576517892,20.833508662466098,0.9450440365353168,0.14336812613421948,0.42512065911435326,438.15518218886973,0.4379748847200946,0.039133696871416906,52.267128284366926,1.9318275162574172,208
Unhealthy,0.21593620566175156,78.084721672944,20.952181445968716,0.9269526541160871,98.29304316741215,49.997010482315936,1983.8635138059656,48.092152837481066,4.390308238338787,290.3610031089702,7.797145611297488,120
Unhealthy,0.19901657153980093,77.83376793174983,20.946779829888037,0.8380501985422386,100.68630430907368,49.279106385514645,1997.39119325431,51.58902031309098,4.86493510719095,298.2497345522909,6.608772488249471,114
Unhealthy,0.21452072072308076,77.99490297004243,20.92583862356399,0.7441952922325596,97.2207841625069,49.44909656781316,1872.5522941939741,50.64888955061173,4.566516550701552,311.20413663502575,7.359344229896657,114
Unhealthy,0.19947493365874222,78.30187454511413,20.916703527632716,0.8921988738973755,99.05878013958974,49.36941699431092,1964.762575955104,49.27750050257626,5.067583377055357,315.4252429679829,7.515479864056331,125
Healthy,0.019759266473620744,77.77908447048345,20.89746520554775,0.9410401028307858,0.05701684566466214,0.37745262391522877,398.08812046286204,0.31650249301008904,0.058398390068326395,57.983254822246394,1.9701196613611631,203
Healthy,0.04301678434845054,77.97439821017775,20.999434390383808,1.0348836986507137,2.5141527477867,0.3598620198043494,483.9412650065574,0.37704672213028173,0.07602833895108857,49.47898850633568,1.3474008617792006,201
Unhealthy,0.19782970779342451,77.73589617005081,20.894860061982545,0.9404248281527601,100.38163115347953,47.78761253841897,1976.4373320571253,44.07627364146773,4.965539394882569,300.9970166161239,7.43474400776198,108
Unhealthy,0.19837001291579576,77.8576007098128,20.892890330381984,0.8525564664930143,110.19172838542286,53.67862793981004,1955.8357656770806,55.276451149594294,5.217834551487214,296.6273731567636,6.667167801208515,120
Healthy,0.0411967452447932,78.16880577164768,20.92674563831304,1.0079751019256598,0.16939422016179068,0.5837609705966854,479.22826298749635,0.5554443228733507,0.05751779661427535,42.8055137536552,1.4265004253944942,192
Unhealthy,0.19424215124120237,77.67879449849457,20.944517319789405,0.9069585874798762,102.34143072279552,53.185010907260626,1991.9854272509258,50.00209555082835,4.8653308996824745,306.9330993348436,6.984169143334306,115
Unhealthy,0.19935066223194006,78.07869844552752,20.909596201130217,0.9000344907088905,95.08960712512808,49.16310292070942,1981.1849912935502,52.429311045300715,4.985682346291417,299.6655392854931,7.537294231267406,125
Healthy,0.03559976675377481,77.78441229149107,20.908625244821128,1.0069474281566908,-0.14895379328168923,0.5388489835161233,400.7164305064633,0.6402531515426932,0.027925031720638645,48.85899565060256,1.8236797205577349,187
Healthy,0.03936570443425366,77.86238442843738,20.77258018304251,0.9331201412941443,-0.6518757980351422,0.35924616745376003,447.96450023992406,0.3073450294386437,0.060865771375363115,52.70602758817316,1.6093396637369055,203
Unhealthy,0.201589609690635,78.29192764339479,20.867259655990345,0.8600504828688278,96.32628486038983,49.498447806700646,2020.0194540701605,47.452436602422914,5.115869209681241,285.4371015342729,7.306991585658234,110
Healthy,0.047017335330144516,78.25902469753602,20.839790777955454,1.1426272683479528,0.041967262522053794,0.647623342161781,434.6250288869217,0.18073773574442942,0.05034247232427434,54.32492359648194,1.3754383826977366,206
Healthy,0.04288786346701859,78.09447861219907,20.80195614185424,0.834728638997689,-0.6381661781415666,0.2627181766530584,422.1063350183111,0.6017012547364732,0.036260184183683174,51.86636622776005,1.6665257120757586,194
Unhealthy,0.21914408538759508,77.9152763922804,20.877426694871996,0.8958743323031707,98.43701212478473,50.38681325093036,1963.0617457367027,54.8787916455749,4.8815060539237,322.66269489584727,6.692547230096012,113
Healthy,0.04816772151175667,77.80006902923097,20.911660564068594,1.1021865972893787,0.9591224440436438,0.7792608223702595,462.8409953777676,0.3779174624865907,-0.0017428806361665453,52.46249435510224,2.245629240024742,198
Healthy,0.02512100700118043,77.93137827485762,20.79797311736443,1.1135278272265616,-0.4140988882532804,0.1525215430126889,501.2371141545395,0.5189813792445731,0.02647762727023524,55.33018888774072,1.517726606181176,208
Unhealthy,0.20246830899387167,77.99136701494639,20.939360801417386,0.8936494999176736,103.19433274491493,51.768602777797454,1967.3057395892968,47.97501402742454,4.164466201686101,287.6235528668188,7.4834126343996505,118
Healthy,0.023085390418981805,77.83364380106322,20.952604807993517,1.004076420176059,-1.4339525235066126,0.7348603502033539,399.3353841646987,0.8970557173641003,0.06126465624766899,46.958602416425315,1.1544889623363401,188
Unhealthy,0.17560158285954286,78.09523254174114,20.862638089734954,0.8350102699103148,98.70289376864699,51.80309383630036,1948.705594197105,50.67549882058258,5.416550268924184,303.3721980152953,8.129752953241043,120
Unhealthy,0.1893078169727231,78.2292803071923,20.868478136164015,0.848947448333999,99.10656189853202,49.31969122848337,2084.2277679393314,49.57277154861003,4.882231006929856,300.2419877352184,7.376900734892596,120
Healthy,0.02476709881372286,77.76487042349636,21.023763888390278,0.915568330720845,0.04326790554465765,0.4756587737100413,450.48929194454723,0.21520834223175772,0.05922013845231931,55.210725671094224,1.432108532166143,213
Unhealthy,0.1944767597004322,78.20447722753728,20.952596997897558,1.061057310110292,99.88477986618719,47.85556850610518,1950.362568377897,50.86713883063871,5.771191693251463,296.03704826786617,7.074470004344003,113
Healthy,0.03517084622616553,78.03744277980417,20.854126198077214,1.1188984166670553,0.3662738274746206,0.7378092271308049,464.0944868345905,0.7855026352235452,0.04475975479309125,45.6376815592671,2.154973414247641,185
Healthy,0.04301571734843611,78.16445706143651,20.916771300060876,1.0583454955433569,-0.04195471976534492,0.4557920261769443,397.894982193858,0.28212710120792694,0.07823867100883189,42.09125577936005,2.944015072879438,184
Unhealthy,0.18652959626974713,78.11724510443231,20.914326542797685,0.875506442738001,99.23161073420876,49.20401137367465,1983.0886838883343,51.81784322612612,5.106832983694459,296.08038473012954,7.239713395175735,111
Healthy,0.029680709674307033,78.19958714957615,20.812430671411363,0.991073523774645,-0.31531606559356745,0.48038441675094906,454.0980891781643,0.15337535029349625,0.03670845164313212,45.46878503525121,2.4095409597988913,204
Healthy,0.025541313497635856,78.14920248152451,20.993602230013565,1.1174994983238382,0.9423566701268193,0.7452330118405734,385.6337933063313,0.41209663797256824,0.043035474511883165,52.863466793410836,1.3776173242423901,204
Healthy,0.031015815037765536,78.24327611255589,20.700030024305192,0.9386795208835657,0.9267735162539235,0.572112956160728,301.0807248163877,0.2851848537015692,0.020518077191596623,53.95074860956861,1.7778571970779988,201
Healthy,0.024543075779464497,77.77104619303036,20.884150750316994,0.8965510424363895,0.2830578154913615,0.5633351035391903,438.14922965558446,0.6385413952554986,0.07978559876686674,57.89835410004072,1.965381109911877,196
Healthy,0.0410820654650782,78.0314486567525,20.7333598637577,0.8615601453911917,2.9714406624531424,0.49818448943422416,326.0674560720497,0.43285755865006253,0.04258056408973069,61.251302911846885,0.40937550575950254,189
Unhealthy,0.20255869783287406,77.87846733176411,20.8493734884025,0.9422489017784084,106.05212399725865,48.44554186233735,1948.614927623244,50.42375731095712,5.196823241722172,280.76160944150496,7.560731904748851,113
Healthy,0.04697354887096439,77.8295299964701,20.75603389958491,0.9566113539992357,-0.2101279309182431,0.3630198695429573,448.101110888524,0.685238723507024,0.05319512955861891,58.22983807236045,2.328779352643848,189
Healthy,0.04262087322532517,78.18242276117715,20.780966712528592,1.0529818149049552,1.1917093958016003,0.5962665263850133,451.1590432767076,0.3165418211532024,0.05479125589571118,53.12749191858099,2.3888755876263206,206
Healthy,0.028051737197419865,77.74852606359715,20.872817401937947,0.9701302934163379,0.3626562002834564,0.4433688829110521,297.3518013733713,0.5133547982681154,0.009726688527563657,47.386163320732216,1.4055885486086972,205
Healthy,0.05228960068587096,78.22751383117804,20.973603023271775,1.0417278187884136,-0.8981529851440265,0.7747849297433209,397.02869097400827,0.34051509456732865,0.06774849199230479,52.419150337006464,2.0043339881755737,197
Unhealthy,0.18729158419580905,78.37471549931942,20.81000671835343,0.8252376812674737,96.82318423492467,53.32785027889652,1985.3709183002284,55.578883561251835,5.0845625611909595,287.28883763690044,7.546011138874784,121
Unhealthy,0.21573069736999406,77.9377766640639,20.850362689650975,0.8606085819117617,99.77996036202599,49.30383443888579,1966.9137361898825,51.184795010993525,5.169847318729024,305.87972204427393,7.647867268709374,122
Healthy,0.03622806203915745,78.34249830772401,20.9419856615122,0.9466464713852707,0.37960581753250483,0.09432569239861238,354.1682091847722,0.6704739113205663,0.05578819450219312,47.196162470658265,1.7882792493875082,216
Healthy,0.03001953876710494,77.89382439520188,20.758981597026267,1.081924328543729,0.39985492939007344,0.00410873987289484,399.49616052998294,0.7953555122378415,0.05450569181992185,61.29517815140127,2.3398188141192353,184
Healthy,0.03126029788211007,78.01743031646089,20.801573546776158,1.0498413968123108,0.301169516199448,0.47734993571516293,411.6171510403213,0.7476849407853625,0.0235664858775564,47.89486400831675,2.694954050231912,213
Healthy,0.04171160429074797,77.7883542432933,20.989432386174535,1.017003010634371,0.36781152155870095,0.4049258025918916,336.97110324207966,0.883163218328948,0.04552231323352112,59.951478557137406,2.733261192235306,191
Unhealthy,0.20055773108956354,78.10859670063857,20.856207587064528,0.980442192748599,106.30452873401265,50.428807994372065,2045.7904391618383,52.625592476427286,4.895752451209935,297.6069161887692,7.874653884462801,118
Unhealthy,0.21766376353759795,77.80055622935089,20.87665067692299,0.9792445002267249,96.25231416047352,54.13768777292441,1929.8335042010065,50.559802745100086,5.0425009726185905,299.9825975984192,7.278193349283899,120
Unhealthy,0.18760942411268408,78.04762997742584,20.87586723528803,0.9670159907205713,96.31074907421831,47.69786649305275,1941.895832536976,50.149115166669496,4.3512139097043585,302.7969190269185,7.58270255819151,117
Healthy,0.03726432314118162,78.28885103683194,20.82773215820096,1.0499593358597124,-0.9373127423843526,0.33262775419975876,412.6484348297255,0.5647509454790373,0.06501801855820807,52.13342616046754,1.0855317487697498,192
Healthy,0.04726521665227425,77.7916736178943,20.87496172105125,0.9071192896475846,-0.5754564531410481,0.6217897428996003,413.88333889856386,0.8255277325340633,0.049855882966690974,69.9414798818268,1.324791494943959,195
Unhealthy,0.22195777413229925,77.88260317119878,20.924139518458535,0.8563308634420783,97.78654447297774,49.868655764738335,2052.4059962386277,49.87691723370204,4.2878630879361985,306.67844297396323,8.626584169090995,123
Unhealthy,0.18669890615245938,78.3705577358134,21.023960102718764,0.8940051102122976,105.38598405000393,49.97769657041964,2056.570256339784,51.90437789687625,4.8523967699390935,301.0871907509881,7.208028746721542,128
Healthy,0.03600705733218175,78.29062298562125,20.89902772129425,0.9844495255749877,-0.8547631919287466,0.5492208864396274,354.18033090718717,0.7997313889125612,0.07238181514563716,54.729315572997244,1.9149168086939186,190
Healthy,0.028394130086568183,78.17901034786115,20.76348042376777,0.8897470577051166,0.5098895783740985,0.23394933872920093,437.74806158413577,0.443762989957581,0.05568029871734038,44.34778512522433,1.876275401410429,189
Healthy,0.035700684208646125,78.06518109285587,20.756739581220415,0.9299138431979823,-0.27610601618332775,0.34035486279459304,281.9111019358407,0.48758865645485067,0.05966835838759044,65.40052654674413,1.2030936369796068,187
Healthy,0.05527298843660962,78.09886880036834,20.77138392300762,0.9705806950302315,0.22292191583359755,0.29457725691195713,448.1457891879649,0.5998970530775525,0.04857511820103567,54.05407259045246,2.1840780805222972,185
Unhealthy,0.19094517834806296,77.81358793992327,20.846569626886147,0.9527470286690956,97.90884266233374,50.67054941209722,2044.3609863710751,48.643896811048734,5.162073766723698,291.6651346657137,7.487500224396753,119
Healthy,0.056021242610973014,78.29352406639069,20.968456799260604,0.8597617725364046,-0.2668998033053294,0.1988948558804462,369.78294068433263,0.6438230850659907,0.05864493043063132,49.77826391321707,2.298504942226043,208
Unhealthy,0.19828193090971813,78.06274111271277,20.779552303727026,0.8164639633332418,104.18615658801247,49.74110283568858,1954.7336216781832,49.95572122723047,5.010844659184568,283.1584738711393,7.506842691101035,117
Unhealthy,0.19032090661950588,77.99944122945047,20.9724132056665,0.9775787492556027,105.25115308334061,48.7888827527513,2026.2555487548555,53.30130596790126,5.1340838131899655,310.126311106934,6.710110724098748,122
Unhealthy,0.2053684107616043,78.18046095715147,20.881649082747916,0.9052442901604305,105.05716938549966,48.38705823165879,1928.3973592037676,54.58143895561459,4.984886202995374,295.0053771621097,8.089931074940322,119
Healthy,0.04793969013532663,78.1477718786414,20.951529551925212,1.1005837896821586,0.6117639823436114,0.22710542903274783,398.89248320781047,0.34509905160039533,0.06291059563543767,48.41519233757242,2.0750306038959963,217
Healthy,0.037384715853015386,77.9474883107919,21.122466733196095,1.0024999550835796,-1.3074557274382734,0.8765538162750599,459.700765536243,0.3779552588710873,0.08955111230371873,55.94632970884012,2.7485262449473957,177
Healthy,0.0447728171828158,77.89029452387985,20.80898671484699,0.9600851302253628,0.0071354468625458335,0.3513987204397164,454.27157918575557,0.28854519370549725,0.016869155465697956,50.459637526423656,2.568171215552828,202
Healthy,0.02997407784208602,77.86910825949508,20.743065336755592,0.922974582014976,0.8033808550431638,0.08537715806999313,307.4876407092014,0.33353673097627623,0.06612567952699878,53.719694661776565,2.533696279998478,183
Healthy,0.05178467309697339,77.84300575919691,20.853408223270673,1.0005110380589746,1.8391164523820556,0.6549107265801323,427.17712985059063,0.29195076915064144,0.06159004269218184,34.91391988468409,1.937878493994825,195
Unhealthy,0.19165777896508795,78.1845314063085,20.885930630851796,0.9071406583499292,95.79226777918596,51.061017796915316,1978.060311361041,51.14370159956255,5.222739465380268,300.0801170176559,7.973526671720446,118
Unhealthy,0.18742788653957076,78.20061943855028,20.84413437006445,0.9153293413110632,102.77176232265697,50.81831361485622,2029.3152184141222,51.80930050950172,5.037123320548647,294.6623510967448,7.173550491435342,122
Unhealthy,0.19008588339457616,77.59165549053066,20.81817810745688,0.8989613710574599,103.3731504310113,51.200130522070445,2044.9204876491517,51.43942293551468,5.560416621410229,288.96715722899756,7.677512037290671,117
Unhealthy,0.19950679336876992,77.92116471541436,20.938417694495733,0.9322540246269959,100.47827080926616,47.70553472005001,2026.8312159702255,53.12463933992867,5.196654367220524,311.09662281344504,7.660497325398177,121
Unhealthy,0.20670918544247083,77.92054101801689,20.865069886677823,0.8207103105400682,91.26700418817262,51.81381341668004,1967.6947082121185,51.773029775437045,4.653781396239568,288.2490702680729,7.307519434815155,122
Unhealthy,0.21628545961442538,77.99811302311073,20.861131823881923,0.9119458121228532,92.7091813026707,51.92620144006903,1959.2219217507647,51.3114174707575,4.659582631291789,297.06115320860454,7.785079691721912,112
Unhealthy,0.2000975882326098,78.0244525941389,20.982739967338993,0.8607188806441288,108.40464132473953,45.4133272682464,2077.3991228576656,47.42639365666573,5.131429682597835,299.5991097047543,7.857497549853801,116
Unhealthy,0.20301762798042786,78.01327798941621,20.89398598660974,0.9331093047899912,94.60710959468177,49.80000266324096,2008.5260400204572,54.77270403141865,4.990531732247788,311.0955188001559,7.869663297449857,128
Unhealthy,0.20688913557331862,77.91307362239036,20.806038398990925,0.9371586665446514,96.2324755886445,47.882680314839334,2104.889036050783,51.51313858689444,4.756034116894067,313.4343282867694,7.4324868468242515,117
Healthy,0.034344299698479165,77.4586367094204,21.056835252150986,1.062261267428821,-1.6591263099809264,0.3929114561882568,381.11323477588314,0.45429955896918683,0.06400030016272208,48.152873119004944,2.703149510068331,203
Healthy,0.04274623605804105,77.99183765853522,20.87306367541969,0.9814952699097031,1.1370725386926022,0.5833638215067302,456.68691760896115,0.47858340748763456,0.049112250147305414,42.206217753725724,2.1802604238412293,209
Healthy,0.04177619538989152,78.02509044112851,20.934625472972275,1.0348424830729201,-1.0911534789258979,0.384592368324232,373.64833709624907,0.21505489079853718,0.063699644606553,48.255661611259484,1.9004999459441794,195
Unhealthy,0.19410473940056883,78.2053309267496,20.881161605159,0.8648593587379422,96.47786816187666,53.2574306027456,2037.5965058971492,49.675884756171925,5.228625886059331,280.5850344924452,8.182393352404613,123
Healthy,0.039109071010142764,77.72899558283284,20.865851998855753,1.0209963730852925,0.3663892349670825,0.3118064666234234,400.3256230875811,0.4213386014671607,0.05662030885979967,55.691469748534814,3.117743409323809,197
Healthy,0.032785149055301575,77.90923073376199,20.9191363239914,1.0761398135202698,-0.17047658318285683,0.41927850213813544,398.71412952826574,0.39015367690531244,0.09031796372301483,58.70961644347865,2.749490052956582,205
Healthy,0.03983406189004994,77.97422349566347,20.797893566787373,1.1739084903663715,0.373356267240496,0.7428686781823078,365.93660003695265,0.8019044645293874,0.05869692939319407,52.97988867474895,2.2330545488828437,194
Unhealthy,0.206297379996351,78.29609574987292,20.924074892208207,0.8709256003983631,101.93233442351543,49.22380606402774,1960.8124427134508,50.19681078157984,4.996355656803409,299.6612309702079,7.195898343069848,125
Unhealthy,0.19936808372172743,77.93156962605009,20.79910723722971,0.9687255214277198,96.57384743948039,47.48490227210068,2070.3431565583837,53.99372766696552,5.0939111769525205,292.18714862388856,7.395381366777398,117
Unhealthy,0.21015562962085998,77.72992247017305,20.892949110982705,0.8763830178776321,101.4535050238442,46.860110204459836,2033.8528606822883,50.81034432659764,5.1789509728406165,280.5222823685574,7.528161947529247,112
Healthy,0.06316819096046178,77.99752842123117,20.74770801571055,1.1141134827158234,1.4900934708691904,0.5561411404336631,316.3944049128181,0.3913491578665696,0.05969402043939202,36.82414895544801,2.2173057005086974,199
Healthy,0.03291403725272454,78.07942290136559,21.070022290842815,0.9449325890739797,0.016277882670554595,0.5367722310883348,383.535697980379,0.9006505243241563,0.05915007449056922,57.447358997770294,2.1002699359485457,207
Healthy,0.04669093471954312,77.82828227294887,20.82977203459469,0.9241134740152814,1.5218839192755593,0.3661631867594555,459.013243035541,0.6711535189262067,0.0687273600079226,34.726069233435865,1.2230844263375946,195
Healthy,0.0429587806610551,78.17768383842473,20.979389463243333,1.0787761171673547,-1.0021479459849454,0.5058190922342969,439.8468178239592,0.5328414477527338,0.05702884135260321,57.83151577463938,1.9628117701565695,202
Unhealthy,0.1775595266957107,78.127375465985,20.922214479286954,0.9079201301324893,102.95250581023514,49.098906192522556,2031.6322837685339,49.67854652076475,5.078423774040602,302.9519762469368,6.527264657626554,120
Unhealthy,0.17990473564658,78.00105575291613,20.873658952513146,0.8065241039064848,99.46117959772133,46.74483143572228,1970.743328561657,51.84518081307525,5.293232043392503,289.3753192964051,8.468319634796497,121
Healthy,0.04956954766108428,77.93737285192388,20.744060406019305,0.9435448538099389,-0.431694437506762,0.6673058728775966,370.9811743402687,0.2183841952803584,0.040471004817900696,34.229867345846,1.921580926711389,190
Healthy,0.01951747981792863,77.86427513069549,20.807314900215978,1.0704214794171196,0.21117039757844497,0.5087963434086926,357.9201877821015,0.5674867455411549,0.0552950411902052,53.48858086158765,2.536418991169544,199
Unhealthy,0.20456163302892877,78.06613068230907,20.830367073835355,0.8561758026684583,95.61873777425228,49.25116548339662,1991.2515304555004,56.671773396324625,5.322897054279283,291.56414361332185,8.251679721425926,118
Unhealthy,0.21865592168306439,77.8793690955144,20.882183791008952,0.7923145172685615,92.22444600389387,49.92913282012584,2007.738294982959,50.451608929103465,5.2222576601039545,295.0161074051103,7.203163652370375,124
Healthy,0.02173913221230716,78.28784107732069,20.866317338504405,0.8531075461795554,0.8170073185963116,0.5359567211746962,408.6498782082865,0.5879544986199559,0.05771456612617462,64.95732587176482,2.2591409420389574,210
Unhealthy,0.1973181438818273,78.1137383760938,20.978776758474954,0.9086166703667645,92.61350729102922,47.83318284968887,1996.0515890389927,49.84750966406823,5.1976187631950825,301.7653940372117,6.994152874532728,114
Healthy,0.040071884694398124,77.9086821785169,20.829463321209598,1.0810976555983152,-0.03340802027043324,0.4311429853110973,490.25993294979037,0.4671396928216245,0.0719855646247839,48.12209334410073,1.859699676612095,210
Unhealthy,0.1936744221881204,77.43494931097155,20.8502673651747,0.7892200836562968,102.93714963395232,50.91240951987134,2076.3005922194648,48.676915756539046,5.402866673659534,298.48726289519556,7.690631638267872,116
Healthy,0.0517724057089088,78.20056574432581,20.87351096820159,0.9455405743197605,0.11947935716143972,0.6810345874456792,438.1051041734694,0.4871251264102348,0.033970418642675304,48.83645950617593,1.7093448742030088,204
Unhealthy,0.2081677636282501,77.94979535732733,20.972888706596837,0.8475388305363991,98.38238335544862,50.10015902059475,1879.568087874841,48.10429293109038,4.712368185991748,314.23118455039287,7.392408994011442,123
Healthy,0.0383500779989709,77.86163148607191,20.84237752174779,0.900186129448747,0.3085536058106991,0.4471504541467034,359.30733694881735,0.9279648853564454,0.03451270163774557,46.34047300185742,2.124436878621364,201
Unhealthy,0.204870802885437,78.30934052089373,20.8893949297788,0.898895596549545,99.11287492159242,47.603825043118434,1976.0434170425738,48.828627330199986,5.205187116258533,292.98939452977686,7.821953732035742,124
Healthy,0.03390933908904969,78.26615523977145,20.927566023780518,1.044596998354923,-0.21012370462603883,0.676963305680274,398.0299112771011,0.7549252969018477,0.0625335039525594,39.641577259084805,2.082689521832628,206
Unhealthy,0.20075780362102189,77.6454812983063,20.807970824035912,0.9263339420360508,93.68679051019093,52.639608027310786,1920.0083097125787,49.22799150843786,5.368270718803431,304.01747839896143,8.052752707087143,122
Unhealthy,0.19585670811167052,78.0289033745902,20.931615255429545,0.8904797048876129,87.83938831009159,49.63771812245999,1931.8706010369272,52.72093731998776,4.616014766352543,291.0595503865564,6.746870769183204,128
Healthy,0.03021876542424161,78.05036460565432,20.743547469218893,1.2154555681470594,-2.1109231476496495,0.10325246945110189,412.81462322201867,0.6491289673843277,0.0834036317497309,36.23839290572056,1.3606182379862162,190
Unhealthy,0.2032306644667141,77.99568634778163,20.88101138463214,0.908957158143297,105.57645397119413,48.24439840675236,1961.136035193313,47.0169361402976,5.3474846698533165,301.8117196611566,7.537492963988273,118
Healthy,0.05989914582430353,77.57759916606292,21.041913139948615,1.0257629170047318,0.9421526420961548,0.558283414421894,357.92101585174703,0.6849710928415963,0.052967525903398004,63.323783691203275,2.05496037941538,213
Healthy,0.05305071234799296,77.93831619449276,20.86639628545338,0.9936616937559591,0.6790118434910515,0.4631785436233356,424.4642932665613,0.43303758336580217,0.0712075772205314,39.26284510688174,2.1390567295480154,185
Healthy,0.03722545410291664,78.0449640255375,20.73201954657964,1.2081704696702993,1.033377190273586,0.5320481414216132,381.5830975325883,0.3966487335374146,0.03196885165799292,59.318754326992554,2.206323433566796,202
Unhealthy,0.19429756668319673,77.83175143837008,20.945977455316246,0.9519997550174979,102.16828165676999,51.28402530385016,2041.1785716367058,52.3494725768288,4.700942647985052,296.30893416525697,8.548021532459876,115
Healthy,0.052396534132056936,78.38098483950672,20.996622788986777,0.9550720454747995,-0.051110054524222244,0.3453671661737464,436.3367565755523,0.4727482187513194,0.040648186344388854,33.55882276801199,2.3736054102893367,203
Unhealthy,0.191719842454434,78.0295425306724,20.83249969172601,0.9493860508297385,98.63738183629245,49.724842268298694,1957.0530584525482,51.92282039025747,4.940557071683057,292.2274930894368,7.012737781141109,114
Unhealthy,0.20395306409496414,78.04319632372244,20.840245342904648,0.9376942232420031,97.42115878768944,52.09821338338174,1936.7242639641609,46.64462324415063,4.596309331757368,333.86041378685826,7.116016541365824,117
Healthy,0.04132199843356122,78.1535196850356,21.01732777956964,1.1259389318795245,0.11670770678337156,0.7028943911664706,475.72294932658053,0.6735590470542933,0.03635848207650881,57.88562704026089,2.460685401225195,215
Unhealthy,0.20756305675242823,77.87636724002336,20.846694926972987,0.9025789975855547,99.19850162766312,49.972872311722625,2001.9372213425818,44.12487727235147,5.150454301056705,302.33729836148103,7.697616478105707,114
Unhealthy,0.18694907601136063,77.76042638950175,20.87037097781745,0.9254309913004801,101.21530586751759,50.23384365932059,1936.5045529983176,56.011637513482526,4.88173541391749,310.2512761226917,8.429177039462177,124
Healthy,0.042441413386006654,78.10289926668602,20.960415144711188,1.1210212985162142,0.15144380069914187,0.44391603586532097,427.6529791541113,0.37736751451544526,0.07970558310156364,59.05654702955607,1.9961522574567054,204
Unhealthy,0.20194936961985838,78.07913127565095,20.892391960427823,0.9034555061008618,107.22166392479839,49.60804300870772,2071.811233477404,49.74104119352359,4.484825321363817,273.3771378475806,7.008653920425533,119
Unhealthy,0.19846617586496854,77.83794299811431,20.95337413234396,0.8581461039935462,97.36913345687276,51.153222256485584,2015.2067741799567,51.25826180299013,5.051183597788092,304.0340591543991,7.548823345846571,118
Unhealthy,0.2021855813081056,78.42053100890239,20.871136720018555,0.9496299830170537,102.62833459706698,50.54928557674704,1951.1877317766707,51.218994552344505,5.153439615059802,300.81598596358947,6.8524255843056405,114
Unhealthy,0.1968252268525905,78.07715067094287,20.87703266937519,0.9499063887833692,103.02949347742374,50.444571485243216,1919.3464803336346,48.83951179714466,4.506508391299407,305.4755134755938,6.8957351156911075,118
Healthy,0.037728831333521284,77.95969592854195,20.891734204467888,0.9240040684936723,-0.4694687711946199,0.42823172948223676,419.5553515451661,0.6531416735676271,0.031731632632056375,49.29277175642396,1.6356258319379045,203
